salesorderid,customerid,orderdate,orderquantity,productid,unitprice,linetotal
48651,22926,2012-11-21,1,795,2181.5625,2181.5625
48652,22951,2012-11-21,1,789,2443.35,2443.35
48653,20680,2012-11-21,1,783,2049.0982,2049.0982
48654,17094,2012-11-22,1,794,2181.5625,2181.5625
48655,18183,2012-11-22,1,799,1000.4375,1000.4375
48656,20829,2012-11-22,1,767,782.99,782.99
48657,15067,2012-11-22,1,793,2181.5625,2181.5625
48658,12228,2012-11-22,1,779,2071.4196,2071.4196
48659,28749,2012-11-22,1,784,2049.0982,2049.0982
48660,26607,2012-11-22,1,781,2071.4196,2071.4196
48661,15467,2012-11-22,1,765,782.99,782.99
48662,22938,2012-11-22,1,790,2443.35,2443.35
48663,13118,2012-11-22,1,784,2049.0982,2049.0982
48664,13521,2012-11-22,1,780,2071.4196,2071.4196
48665,20872,2012-11-22,1,766,782.99,782.99
48666,13090,2012-11-22,1,783,2049.0982,2049.0982
48667,19341,2012-11-23,1,801,1000.4375,1000.4375
48668,18626,2012-11-23,1,801,1000.4375,1000.4375
48669,19293,2012-11-23,1,763,782.99,782.99
48670,13715,2012-11-23,1,795,2181.5625,2181.5625
48671,12270,2012-11-23,1,783,2049.0982,2049.0982
48672,22950,2012-11-23,1,796,2181.5625,2181.5625
48673,13131,2012-11-23,1,783,2049.0982,2049.0982
48674,26548,2012-11-23,1,766,782.99,782.99
48675,15079,2012-11-24,1,796,2181.5625,2181.5625
48676,13729,2012-11-24,1,791,2443.35,2443.35
48677,12391,2012-11-24,1,782,2049.0982,2049.0982
48678,26627,2012-11-24,1,784,2049.0982,2049.0982
48679,26608,2012-11-24,1,779,2071.4196,2071.4196
48680,27242,2012-11-24,1,769,782.99,782.99
48681,13160,2012-11-24,1,779,2071.4196,2071.4196
48682,13091,2012-11-24,1,780,2071.4196,2071.4196
48683,17648,2012-11-25,1,799,1000.4375,1000.4375
48684,16534,2012-11-25,1,796,2181.5625,2181.5625
48685,13728,2012-11-25,1,790,2443.35,2443.35
48686,25999,2012-11-25,1,792,2181.5625,2181.5625
48687,12317,2012-11-25,1,779,2071.4196,2071.4196
48688,22966,2012-11-25,1,793,2181.5625,2181.5625
48689,24914,2012-11-25,1,799,1000.4375,1000.4375
48690,13130,2012-11-25,1,783,2049.0982,2049.0982
48691,26549,2012-11-25,1,768,782.99,782.99
48692,18171,2012-11-26,1,797,1000.4375,1000.4375
48693,25995,2012-11-26,1,791,2443.35,2443.35
48694,12315,2012-11-26,1,784,2049.0982,2049.0982
48695,26624,2012-11-26,1,784,2049.0982,2049.0982
48696,23100,2012-11-26,1,789,2443.35,2443.35
48697,22933,2012-11-26,1,792,2181.5625,2181.5625
48698,26647,2012-11-26,1,784,2049.0982,2049.0982
48699,13115,2012-11-26,1,784,2049.0982,2049.0982
48700,13519,2012-11-26,1,783,2049.0982,2049.0982
48701,13103,2012-11-26,1,783,2049.0982,2049.0982
48702,17115,2012-11-27,1,795,2181.5625,2181.5625
48703,15004,2012-11-27,1,790,2443.35,2443.35
48704,16429,2012-11-27,1,790,2443.35,2443.35
48705,14995,2012-11-27,1,793,2181.5625,2181.5625
48706,19359,2012-11-27,1,800,1000.4375,1000.4375
48707,19313,2012-11-27,1,762,782.99,782.99
48708,16466,2012-11-27,1,795,2181.5625,2181.5625
48709,14268,2012-11-27,1,797,1000.4375,1000.4375
48710,12305,2012-11-27,1,780,2071.4196,2071.4196
48711,15410,2012-11-27,1,762,782.99,782.99
48712,27252,2012-11-27,1,768,782.99,782.99
48713,27253,2012-11-27,1,766,782.99,782.99
48714,23104,2012-11-27,1,795,2181.5625,2181.5625
48715,23107,2012-11-27,1,794,2181.5625,2181.5625
48716,17626,2012-11-28,1,795,2181.5625,2181.5625
48717,28736,2012-11-28,1,779,2071.4196,2071.4196
48718,12382,2012-11-28,1,781,2071.4196,2071.4196
48719,23099,2012-11-28,1,789,2443.35,2443.35
48720,22910,2012-11-28,1,792,2181.5625,2181.5625
48721,22930,2012-11-28,1,789,2443.35,2443.35
48722,22937,2012-11-28,1,790,2443.35,2443.35
48723,14944,2012-11-29,1,790,2443.35,2443.35
48724,20722,2012-11-29,1,769,782.99,782.99
48725,17202,2012-11-29,1,795,2181.5625,2181.5625
48726,24915,2012-11-29,1,798,1000.4375,1000.4375
48727,13128,2012-11-29,1,783,2049.0982,2049.0982
48728,13111,2012-11-29,1,780,2071.4196,2071.4196
48729,26563,2012-11-29,1,761,782.99,782.99
48795,16538,2012-11-30,1,794,2181.5625,2181.5625
48796,15094,2012-11-30,1,794,2181.5625,2181.5625
48797,14335,2012-11-30,1,799,1000.4375,1000.4375
48798,23332,2012-11-30,1,790,2443.35,2443.35
48799,26708,2012-11-30,1,779,2071.4196,2071.4196
48800,15491,2012-11-30,1,770,782.99,782.99
48801,15493,2012-11-30,1,762,782.99,782.99
48802,24923,2012-11-30,1,798,1000.4375,1000.4375
48803,19416,2012-12-01,1,798,1000.4375,1000.4375
48804,12276,2012-12-01,1,781,2071.4196,2071.4196
48805,19318,2012-12-01,1,764,782.99,782.99
48806,20885,2012-12-01,1,769,782.99,782.99
48807,20892,2012-12-01,1,761,782.99,782.99
48808,16552,2012-12-01,1,789,2443.35,2443.35
48809,23411,2012-12-01,1,790,2443.35,2443.35
48810,23415,2012-12-01,1,790,2443.35,2443.35
48811,15517,2012-12-01,1,766,782.99,782.99
48812,13630,2012-12-01,1,781,2071.4196,2071.4196
48813,13631,2012-12-01,1,784,2049.0982,2049.0982
48814,13647,2012-12-01,1,783,2049.0982,2049.0982
48815,17700,2012-12-02,1,795,2181.5625,2181.5625
48816,12459,2012-12-02,1,781,2071.4196,2071.4196
48817,26049,2012-12-02,1,793,2181.5625,2181.5625
48818,15497,2012-12-02,1,765,782.99,782.99
48819,13622,2012-12-02,1,779,2071.4196,2071.4196
48820,13958,2012-12-02,1,782,2049.0982,2049.0982
48821,23344,2012-12-02,1,796,2181.5625,2181.5625
48822,17743,2012-12-03,1,796,2181.5625,2181.5625
48823,16821,2012-12-03,1,790,2443.35,2443.35
48824,23408,2012-12-03,1,790,2443.35,2443.35
48825,23414,2012-12-03,1,793,2181.5625,2181.5625
48826,23421,2012-12-03,1,790,2443.35,2443.35
48827,26729,2012-12-03,1,783,2049.0982,2049.0982
48828,23120,2012-12-03,1,790,2443.35,2443.35
48829,23121,2012-12-03,1,789,2443.35,2443.35
48830,17750,2012-12-04,1,792,2181.5625,2181.5625
48831,20886,2012-12-04,1,762,782.99,782.99
48832,23418,2012-12-04,1,793,2181.5625,2181.5625
48833,23118,2012-12-04,1,793,2181.5625,2181.5625
48834,26695,2012-12-04,1,779,2071.4196,2071.4196
48835,21148,2012-12-04,1,783,2049.0982,2049.0982
48836,13959,2012-12-04,1,783,2049.0982,2049.0982
48837,23311,2012-12-05,1,792,2181.5625,2181.5625
48838,23409,2012-12-05,1,793,2181.5625,2181.5625
48839,16567,2012-12-06,1,789,2443.35,2443.35
48840,17753,2012-12-06,1,790,2443.35,2443.35
48841,17716,2012-12-06,1,797,1000.4375,1000.4375
48842,12463,2012-12-06,1,779,2071.4196,2071.4196
48843,15489,2012-12-06,1,761,782.99,782.99
48844,15492,2012-12-06,1,768,782.99,782.99
48845,13620,2012-12-06,1,784,2049.0982,2049.0982
48846,13651,2012-12-06,1,783,2049.0982,2049.0982
48847,14336,2012-12-06,1,798,1000.4375,1000.4375
48848,19424,2012-12-07,1,798,1000.4375,1000.4375
48849,28904,2012-12-07,1,783,2049.0982,2049.0982
48850,29361,2012-12-07,1,779,2071.4196,2071.4196
48851,26717,2012-12-07,1,780,2071.4196,2071.4196
48852,15503,2012-12-07,1,761,782.99,782.99
48853,15520,2012-12-07,1,767,782.99,782.99
48854,13643,2012-12-07,1,780,2071.4196,2071.4196
48855,13955,2012-12-07,1,780,2071.4196,2071.4196
48856,13967,2012-12-07,1,782,2049.0982,2049.0982
48857,26652,2012-12-07,1,770,782.99,782.99
48858,15455,2012-12-08,1,789,2443.35,2443.35
48859,16603,2012-12-08,1,793,2181.5625,2181.5625
48860,13849,2012-12-08,1,794,2181.5625,2181.5625
48861,26786,2012-12-08,1,779,2071.4196,2071.4196
48862,26805,2012-12-08,1,779,2071.4196,2071.4196
48863,26718,2012-12-08,1,779,2071.4196,2071.4196
48864,13964,2012-12-08,1,781,2071.4196,2071.4196
48865,24924,2012-12-08,1,797,1000.4375,1000.4375
48866,13527,2012-12-08,1,784,2049.0982,2049.0982
48867,15451,2012-12-09,1,793,2181.5625,2181.5625
48868,19320,2012-12-09,1,768,782.99,782.99
48869,23314,2012-12-09,1,792,2181.5625,2181.5625
48870,23316,2012-12-09,1,792,2181.5625,2181.5625
48871,20736,2012-12-09,1,783,2049.0982,2049.0982
48872,15483,2012-12-09,1,766,782.99,782.99
48873,15499,2012-12-09,1,760,782.99,782.99
48874,13970,2012-12-09,1,783,2049.0982,2049.0982
48875,24922,2012-12-09,1,797,1000.4375,1000.4375
48876,26588,2012-12-09,1,766,782.99,782.99
48877,26657,2012-12-09,1,763,782.99,782.99
48878,17715,2012-12-10,1,794,2181.5625,2181.5625
48879,12526,2012-12-10,1,784,2049.0982,2049.0982
48880,13746,2012-12-10,1,789,2443.35,2443.35
48881,23324,2012-12-10,1,792,2181.5625,2181.5625
48882,26801,2012-12-10,1,784,2049.0982,2049.0982
48883,13528,2012-12-10,1,781,2071.4196,2071.4196
48884,24921,2012-12-10,1,801,1000.4375,1000.4375
48885,17755,2012-12-11,1,792,2181.5625,2181.5625
48886,12473,2012-12-11,1,779,2071.4196,2071.4196
48887,26811,2012-12-11,1,781,2071.4196,2071.4196
48888,15482,2012-12-11,1,763,782.99,782.99
48889,26711,2012-12-11,1,784,2049.0982,2049.0982
48890,13618,2012-12-11,1,782,2049.0982,2049.0982
48891,13650,2012-12-11,1,783,2049.0982,2049.0982
48892,17714,2012-12-12,1,801,1000.4375,1000.4375
48893,17772,2012-12-12,1,795,2181.5625,2181.5625
48894,19034,2012-12-12,1,798,1000.4375,1000.4375
48895,19418,2012-12-12,1,798,1000.4375,1000.4375
48896,17632,2012-12-12,1,793,2181.5625,2181.5625
48897,16540,2012-12-12,1,795,2181.5625,2181.5625
48898,13856,2012-12-12,1,793,2181.5625,2181.5625
48899,23313,2012-12-12,1,793,2181.5625,2181.5625
48900,26734,2012-12-12,1,782,2049.0982,2049.0982
48901,13960,2012-12-12,1,779,2071.4196,2071.4196
48902,13966,2012-12-12,1,782,2049.0982,2049.0982
48903,26653,2012-12-12,1,770,782.99,782.99
48904,12492,2012-12-13,1,784,2049.0982,2049.0982
48905,26814,2012-12-13,1,784,2049.0982,2049.0982
48906,26705,2012-12-13,1,781,2071.4196,2071.4196
48907,26727,2012-12-13,1,784,2049.0982,2049.0982
48908,13626,2012-12-13,1,784,2049.0982,2049.0982
48909,13953,2012-12-13,1,779,2071.4196,2071.4196
48910,16587,2012-12-14,1,795,2181.5625,2181.5625
48911,20880,2012-12-14,1,766,782.99,782.99
48912,20841,2012-12-14,1,763,782.99,782.99
48913,23412,2012-12-14,1,790,2443.35,2443.35
48914,26735,2012-12-14,1,781,2071.4196,2071.4196
48915,15481,2012-12-14,1,766,782.99,782.99
48916,13616,2012-12-14,1,782,2049.0982,2049.0982
48917,13636,2012-12-14,1,781,2071.4196,2071.4196
48918,13638,2012-12-14,1,784,2049.0982,2049.0982
48919,26658,2012-12-14,1,762,782.99,782.99
48920,12275,2012-12-15,1,780,2071.4196,2071.4196
48921,12560,2012-12-15,1,783,2049.0982,2049.0982
48922,15095,2012-12-15,1,789,2443.35,2443.35
48923,14298,2012-12-15,1,798,1000.4375,1000.4375
48924,26040,2012-12-15,1,789,2443.35,2443.35
48925,15480,2012-12-15,1,761,782.99,782.99
48926,23117,2012-12-15,1,793,2181.5625,2181.5625
48927,26703,2012-12-15,1,784,2049.0982,2049.0982
48928,15502,2012-12-15,1,765,782.99,782.99
48929,13526,2012-12-15,1,779,2071.4196,2071.4196
48930,15086,2012-12-15,1,792,2181.5625,2181.5625
48931,19382,2012-12-16,1,800,1000.4375,1000.4375
48932,14297,2012-12-16,1,799,1000.4375,1000.4375
48933,26694,2012-12-16,1,784,2049.0982,2049.0982
48934,26710,2012-12-16,1,780,2071.4196,2071.4196
48935,15518,2012-12-16,1,764,782.99,782.99
48936,13644,2012-12-16,1,779,2071.4196,2071.4196
48937,13529,2012-12-16,1,779,2071.4196,2071.4196
48938,17720,2012-12-17,1,793,2181.5625,2181.5625
48939,15462,2012-12-17,1,790,2443.35,2443.35
48940,20835,2012-12-17,1,761,782.99,782.99
48941,26013,2012-12-17,1,790,2443.35,2443.35
48942,26728,2012-12-17,1,784,2049.0982,2049.0982
48943,13973,2012-12-17,1,779,2071.4196,2071.4196
48944,25010,2012-12-17,1,798,1000.4375,1000.4375
48945,17644,2012-12-18,1,791,2443.35,2443.35
48946,26725,2012-12-18,1,782,2049.0982,2049.0982
48947,13957,2012-12-18,1,779,2071.4196,2071.4196
48948,13974,2012-12-18,1,780,2071.4196,2071.4196
48949,26591,2012-12-18,1,766,782.99,782.99
48950,12486,2012-12-19,1,782,2049.0982,2049.0982
48951,29388,2012-12-19,1,779,2071.4196,2071.4196
48952,15093,2012-12-19,1,789,2443.35,2443.35
48953,23413,2012-12-19,1,791,2443.35,2443.35
48954,26724,2012-12-19,1,784,2049.0982,2049.0982
48955,13645,2012-12-19,1,782,2049.0982,2049.0982
48956,13968,2012-12-19,1,781,2071.4196,2071.4196
48957,20836,2012-12-20,1,765,782.99,782.99
48958,23310,2012-12-20,1,795,2181.5625,2181.5625
48959,23417,2012-12-20,1,794,2181.5625,2181.5625
48960,26726,2012-12-20,1,780,2071.4196,2071.4196
48961,13619,2012-12-20,1,782,2049.0982,2049.0982
48962,13649,2012-12-20,1,784,2049.0982,2049.0982
48963,25011,2012-12-20,1,798,1000.4375,1000.4375
48964,16824,2012-12-21,1,792,2181.5625,2181.5625
48965,19030,2012-12-21,1,801,1000.4375,1000.4375
48966,17639,2012-12-21,1,793,2181.5625,2181.5625
48967,14292,2012-12-21,1,800,1000.4375,1000.4375
48968,13742,2012-12-21,1,792,2181.5625,2181.5625
48969,23320,2012-12-21,1,796,2181.5625,2181.5625
48970,26529,2012-12-21,1,799,1000.4375,1000.4375
48971,13625,2012-12-21,1,784,2049.0982,2049.0982
48972,13629,2012-12-21,1,783,2049.0982,2049.0982
48973,26656,2012-12-21,1,767,782.99,782.99
48974,17717,2012-12-22,1,794,2181.5625,2181.5625
48975,17739,2012-12-22,1,800,1000.4375,1000.4375
48976,12404,2012-12-22,1,780,2071.4196,2071.4196
48977,20842,2012-12-22,1,759,782.99,782.99
48978,14290,2012-12-22,1,800,1000.4375,1000.4375
48979,13855,2012-12-22,1,794,2181.5625,2181.5625
48980,23322,2012-12-22,1,790,2443.35,2443.35
48981,23348,2012-12-22,1,789,2443.35,2443.35
48982,15484,2012-12-22,1,760,782.99,782.99
48983,15500,2012-12-22,1,765,782.99,782.99
48984,13632,2012-12-22,1,780,2071.4196,2071.4196
48985,13646,2012-12-22,1,783,2049.0982,2049.0982
48986,26651,2012-12-22,1,761,782.99,782.99
48987,26655,2012-12-22,1,759,782.99,782.99
48988,16565,2012-12-23,1,791,2443.35,2443.35
48989,29364,2012-12-23,1,783,2049.0982,2049.0982
48990,12559,2012-12-23,1,784,2049.0982,2049.0982
48991,12291,2012-12-23,1,780,2071.4196,2071.4196
48992,13862,2012-12-23,1,796,2181.5625,2181.5625
48993,23410,2012-12-23,1,795,2181.5625,2181.5625
48994,15506,2012-12-23,1,761,782.99,782.99
48995,28885,2012-12-24,1,780,2071.4196,2071.4196
48996,14334,2012-12-24,1,800,1000.4375,1000.4375
48997,13854,2012-12-24,1,790,2443.35,2443.35
48998,26661,2012-12-24,1,765,782.99,782.99
48999,15463,2012-12-25,1,795,2181.5625,2181.5625
49000,12460,2012-12-25,1,783,2049.0982,2049.0982
49001,29380,2012-12-25,1,781,2071.4196,2071.4196
49002,23323,2012-12-25,1,792,2181.5625,2181.5625
49003,23325,2012-12-25,1,790,2443.35,2443.35
49004,23420,2012-12-25,1,791,2443.35,2443.35
49005,26723,2012-12-25,1,784,2049.0982,2049.0982
49006,13633,2012-12-25,1,783,2049.0982,2049.0982
49007,13637,2012-12-25,1,784,2049.0982,2049.0982
49008,26660,2012-12-25,1,764,782.99,782.99
49009,20890,2012-12-26,1,765,782.99,782.99
49010,23416,2012-12-26,1,790,2443.35,2443.35
49011,26698,2012-12-26,1,782,2049.0982,2049.0982
49012,16572,2012-12-27,1,789,2443.35,2443.35
49013,13745,2012-12-27,1,791,2443.35,2443.35
49014,23331,2012-12-27,1,789,2443.35,2443.35
49015,13965,2012-12-27,1,779,2071.4196,2071.4196
49016,13971,2012-12-27,1,782,2049.0982,2049.0982
49017,17744,2012-12-28,1,794,2181.5625,2181.5625
49018,17747,2012-12-28,1,792,2181.5625,2181.5625
49019,17782,2012-12-28,1,792,2181.5625,2181.5625
49020,19035,2012-12-28,1,799,1000.4375,1000.4375
49021,13744,2012-12-28,1,792,2181.5625,2181.5625
49022,23116,2012-12-28,1,795,2181.5625,2181.5625
49023,26589,2012-12-28,1,763,782.99,782.99
49024,26654,2012-12-28,1,769,782.99,782.99
49025,19319,2012-12-29,1,765,782.99,782.99
49026,16549,2012-12-29,1,791,2443.35,2443.35
49027,15501,2012-12-29,1,761,782.99,782.99
49028,13648,2012-12-29,1,783,2049.0982,2049.0982
49029,25020,2012-12-29,1,798,1000.4375,1000.4375
49030,23119,2012-12-29,1,794,2181.5625,2181.5625
49031,29389,2012-12-30,1,784,2049.0982,2049.0982
49032,15085,2012-12-30,1,789,2443.35,2443.35
49033,13747,2012-12-30,1,794,2181.5625,2181.5625
49034,23321,2012-12-30,1,789,2443.35,2443.35
49035,23343,2012-12-30,1,794,2181.5625,2181.5625
49036,26731,2012-12-30,1,783,2049.0982,2049.0982
49037,20708,2012-12-30,1,781,2071.4196,2071.4196
49038,21138,2012-12-30,1,783,2049.0982,2049.0982
49171,13865,2012-12-31,1,794,2181.5625,2181.5625
49172,13885,2012-12-31,1,789,2443.35,2443.35
49173,14047,2012-12-31,1,779,2071.4196,2071.4196
49174,14049,2012-12-31,1,780,2071.4196,2071.4196
49175,23431,2012-12-31,1,791,2443.35,2443.35
49176,27054,2012-12-31,1,781,2071.4196,2071.4196
49177,27064,2012-12-31,1,780,2071.4196,2071.4196
49178,14342,2012-12-31,1,800,1000.4375,1000.4375
49179,14365,2012-12-31,1,797,1000.4375,1000.4375
49180,26744,2012-12-31,1,765,782.99,782.99
49181,17890,2013-01-01,1,794,2181.5625,2181.5625
49182,16830,2013-01-01,1,790,2443.35,2443.35
49183,16944,2013-01-01,1,791,2443.35,2443.35
49184,14129,2013-01-01,1,784,2049.0982,2049.0982
49185,14134,2013-01-01,1,784,2049.0982,2049.0982
49186,23526,2013-01-01,1,791,2443.35,2443.35
49187,23545,2013-01-01,1,796,2181.5625,2181.5625
49188,26815,2013-01-01,1,782,2049.0982,2049.0982
49189,15525,2013-01-01,1,769,782.99,782.99
49190,25033,2013-01-01,1,798,1000.4375,1000.4375
49191,19435,2013-01-02,1,800,1000.4375,1000.4375
49192,19040,2013-01-02,1,800,1000.4375,1000.4375
49193,29390,2013-01-02,1,783,2049.0982,2049.0982
49194,20922,2013-01-02,1,766,782.99,782.99
49195,20845,2013-01-02,1,759,782.99,782.99
49196,12386,2013-01-02,1,780,2071.4196,2071.4196
49197,29415,2013-01-02,1,783,2049.0982,2049.0982
49198,26662,2013-01-02,1,770,782.99,782.99
49199,26667,2013-01-02,1,767,782.99,782.99
49200,17889,2013-01-03,1,789,2443.35,2443.35
49201,17795,2013-01-03,1,791,2443.35,2443.35
49202,17829,2013-01-03,1,794,2181.5625,2181.5625
49203,19343,2013-01-03,1,764,782.99,782.99
49204,14103,2013-01-03,1,779,2071.4196,2071.4196
49205,14130,2013-01-03,1,782,2049.0982,2049.0982
49206,23423,2013-01-03,1,794,2181.5625,2181.5625
49207,23432,2013-01-03,1,790,2443.35,2443.35
49208,23531,2013-01-03,1,794,2181.5625,2181.5625
49209,23541,2013-01-03,1,792,2181.5625,2181.5625
49210,21331,2013-01-03,1,781,2071.4196,2071.4196
49211,27020,2013-01-03,1,780,2071.4196,2071.4196
49212,14337,2013-01-03,1,800,1000.4375,1000.4375
49213,25034,2013-01-03,1,800,1000.4375,1000.4375
49214,23575,2013-01-03,1,796,2181.5625,2181.5625
49215,15521,2013-01-03,1,761,782.99,782.99
49216,26749,2013-01-03,1,762,782.99,782.99
49217,15637,2013-01-04,1,795,2181.5625,2181.5625
49218,26113,2013-01-04,1,796,2181.5625,2181.5625
49219,12619,2013-01-04,1,784,2049.0982,2049.0982
49220,14032,2013-01-04,1,779,2071.4196,2071.4196
49221,23532,2013-01-04,1,796,2181.5625,2181.5625
49222,27078,2013-01-04,1,779,2071.4196,2071.4196
49223,27017,2013-01-04,1,783,2049.0982,2049.0982
49224,27073,2013-01-04,1,782,2049.0982,2049.0982
49225,17191,2013-01-05,1,794,2181.5625,2181.5625
49226,17792,2013-01-05,1,791,2443.35,2443.35
49227,13873,2013-01-05,1,790,2443.35,2443.35
49228,29404,2013-01-05,1,783,2049.0982,2049.0982
49229,12390,2013-01-05,1,781,2071.4196,2071.4196
49230,21266,2013-01-05,1,782,2049.0982,2049.0982
49231,27058,2013-01-05,1,784,2049.0982,2049.0982
49232,15529,2013-01-05,1,759,782.99,782.99
49233,15531,2013-01-05,1,761,782.99,782.99
49234,15534,2013-01-05,1,763,782.99,782.99
49235,15537,2013-01-05,1,759,782.99,782.99
49236,25021,2013-01-05,1,801,1000.4375,1000.4375
49237,25035,2013-01-05,1,799,1000.4375,1000.4375
49238,23593,2013-01-05,1,796,2181.5625,2181.5625
49239,14011,2013-01-06,1,780,2071.4196,2071.4196
49240,14058,2013-01-06,1,779,2071.4196,2071.4196
49241,14065,2013-01-06,1,780,2071.4196,2071.4196
49242,23524,2013-01-06,1,789,2443.35,2443.35
49243,27074,2013-01-06,1,782,2049.0982,2049.0982
49244,21284,2013-01-06,1,784,2049.0982,2049.0982
49245,25029,2013-01-06,1,801,1000.4375,1000.4375
49246,23640,2013-01-06,1,793,2181.5625,2181.5625
49247,17793,2013-01-07,1,790,2443.35,2443.35
49248,17766,2013-01-07,1,800,1000.4375,1000.4375
49249,17767,2013-01-07,1,799,1000.4375,1000.4375
49250,19323,2013-01-07,1,770,782.99,782.99
49251,13871,2013-01-07,1,795,2181.5625,2181.5625
49252,12378,2013-01-07,1,779,2071.4196,2071.4196
49253,14211,2013-01-07,1,783,2049.0982,2049.0982
49254,14216,2013-01-07,1,782,2049.0982,2049.0982
49255,15523,2013-01-07,1,762,782.99,782.99
49256,13997,2013-01-07,1,780,2071.4196,2071.4196
49257,26746,2013-01-07,1,759,782.99,782.99
49258,17828,2013-01-08,1,789,2443.35,2443.35
49259,29397,2013-01-08,1,783,2049.0982,2049.0982
49260,12608,2013-01-08,1,784,2049.0982,2049.0982
49261,12609,2013-01-08,1,783,2049.0982,2049.0982
49262,19335,2013-01-08,1,765,782.99,782.99
49263,20843,2013-01-08,1,770,782.99,782.99
49264,14046,2013-01-08,1,781,2071.4196,2071.4196
49265,14050,2013-01-08,1,781,2071.4196,2071.4196
49266,14051,2013-01-08,1,784,2049.0982,2049.0982
49267,14131,2013-01-08,1,781,2071.4196,2071.4196
49268,27056,2013-01-08,1,781,2071.4196,2071.4196
49269,13884,2013-01-09,1,793,2181.5625,2181.5625
49270,29412,2013-01-09,1,779,2071.4196,2071.4196
49271,12630,2013-01-09,1,780,2071.4196,2071.4196
49272,14055,2013-01-09,1,784,2049.0982,2049.0982
49273,21272,2013-01-09,1,779,2071.4196,2071.4196
49274,21311,2013-01-09,1,784,2049.0982,2049.0982
49275,23645,2013-01-09,1,789,2443.35,2443.35
49276,17849,2013-01-10,1,796,2181.5625,2181.5625
49277,12615,2013-01-10,1,779,2071.4196,2071.4196
49278,14038,2013-01-10,1,782,2049.0982,2049.0982
49279,14045,2013-01-10,1,784,2049.0982,2049.0982
